uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
P30823	CTR1_RAT	High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor) (Ecotropic retrovirus receptor) (EcoR) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter)	Rattus norvegicus	Slc7a1	Atrc1,Slc7a1	1	0	1	0	0	0	1	
P11951	CX6C2_RAT	Cytochrome c oxidase subunit 6C-2 (Cytochrome c oxidase polypeptide VIc-2)	Rattus norvegicus	Cox6c2	Cox6c,Cox6c2	1	0	1	0	0	0	1	
Q9R066	CXAR_RAT	Coxsackievirus and adenovirus receptor homolog (CAR) (rCAR)	Rattus norvegicus	Cxadr	Car,Cxadr	1	0	1	0	0	0	1	
P04166	CYB5B_RAT	Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)	Rattus norvegicus	Cyb5b	Omb5,Cyb5m,Cyb5b	2	0	2	0	0	0	1	
Q6AYK6	CYBP_RAT	Calcyclin-binding protein (CacyBP)	Rattus norvegicus	Cacybp	Cacybp	1	0	1	0	0	0	1	
P62898	CYC_RAT	Cytochrome c, somatic	Rattus norvegicus	Cycs	Cycs	2	0	2	0	0	0	1	
Q921A4	CYGB_RAT	Cytoglobin (Histoglobin) (HGb) (Stellate cell activation-associated protein)	Rattus norvegicus	Cygb	Stap,Cygb	1	0	1	0	0	0	1	
P14841	CYTC_RAT	Cystatin-C (Cystatin-3)	Rattus norvegicus	Cst3	Cst3	1	0	1	0	0	0	1	
Q63100	DC1I1_RAT	Cytoplasmic dynein 1 intermediate chain 1 (Cytoplasmic dynein intermediate chain 1) (Dynein intermediate chain 1, cytosolic) (DH IC-1)	Rattus norvegicus	Dync1i1	Dncic1,Dnci1,Dync1i1	1	0	1	1	0	1	2	
Q9QXU8	DC1L1_RAT	Cytoplasmic dynein 1 light intermediate chain 1 (Dynein light chain A) (DLC-A) (Dynein light intermediate chain 1, cytosolic)	Rattus norvegicus	Dync1li1	Dncli1,Dync1li1	1	0	1	0	0	0	1	
Q62698	DC1L2_RAT	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)	Rattus norvegicus	Dync1li2	Dncli2,Dync1li2	1	0	1	0	0	0	1	
Q05683	DCE2_RAT	Glutamate decarboxylase 2 (EC 4.1.1.15) (65 kDa glutamic acid decarboxylase) (GAD-65) (Glutamate decarboxylase 65 kDa isoform)	Rattus norvegicus	Gad2	Gad65,Gad2	0	0	0	3	2	2	3	30,45
O08557	DDAH1_RAT	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	Rattus norvegicus	Ddah1	Ddah,Ddah1	2	0	1	0	0	0	1	
Q6MG60	DDAH2_RAT	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 (DDAH-2) (Dimethylarginine dimethylaminohydrolase 2) (EC 3.5.3.18) (DDAHII) (Dimethylargininase-2)	Rattus norvegicus	Ddah2	Ddah2	1	0	1	0	0	0	1	
Q7M0E3	DEST_RAT	Destrin (Actin-depolymerizing factor) (ADF)	Rattus norvegicus	Dstn	Dstn	1	0	1	0	0	0	1	
Q5YLM1	DGLA_RAT	Sn1-specific diacylglycerol lipase alpha (DGL-alpha) (EC 3.1.1.-) (Neural stem cell-derived dendrite regulator)	Rattus norvegicus	Dagla	Nsddr,Dagla	1	0	1	0	0	0	1	
P0C1S9	DGLB_RAT	Sn1-specific diacylglycerol lipase beta (DGL-beta) (EC 3.1.1.-)	Rattus norvegicus	Daglb	RGD1310193,Daglb	1	0	1	0	0	0	1	
Q6P7R8	DHB12_RAT	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62)	Rattus norvegicus	Hsd17b12	Hsd17b12	1	0	1	0	0	0	1	
Q9Z2Z8	DHCR7_RAT	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Sterol Delta(7)-reductase)	Rattus norvegicus	Dhcr7	Dhcr7	1	0	1	0	0	0	1	
P21913	SDHB_RAT	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	Rattus norvegicus	Sdhb	Sdh1,Sdhb	2	0	1	0	0	0	1	
Q62696	DLG1_RAT	Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97)	Rattus norvegicus	Dlg1	Dlgh1,Dlg1	1	0	1	0	0	0	1	
P31016	DLG4_RAT	Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)	Rattus norvegicus	Dlg4	Psd95,Dlgh4,Dlg4	0	0	0	17	8	10	4	3,5
P97837	DLGP2_RAT	Disks large-associated protein 2 (DAP-2) (PSD-95/SAP90-binding protein 2) (SAP90/PSD-95-associated protein 2) (SAPAP2)	Rattus norvegicus	Dlgap2	Dap2,Dlgap2	1	0	1	0	0	0	1	
P60905	DNJC5_RAT	DnaJ homolog subfamily C member 5 (Cysteine string protein) (CSP)	Rattus norvegicus	Dnajc5	Csp,Dnajc5	1	0	1	3	0	3	4	
O35303	DNM1L_RAT	Dynamin-1-like protein (EC 3.6.5.5) (Dynamin-like protein)	Rattus norvegicus	Dnm1l	Dlp1,Dnm1l,Drp1	1	0	1	0	0	0	1	
P80254	DOPD_RAT	D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase)	Rattus norvegicus	Ddt	Ddt	1	0	1	0	0	0	1	
Q6AXY4	DPOD2_RAT	DNA polymerase delta subunit 2 (DNA polymerase delta subunit p50)	Rattus norvegicus	Pold2	POLDIP2,Pold2	1	0	1	0	0	0	1	
P14740	DPP4_RAT	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Bile canaliculus domain-specific membrane glycoprotein) (Dipeptidyl peptidase IV) (DPP IV) (GP110 glycoprotein) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form); Dipeptidyl peptidase 4 60 kDa soluble form (Dipeptidyl peptidase IV 60 kDa soluble form)]	Rattus norvegicus	Dpp4	Cd26,Dpp4,IGF2R	1	0	1	0	0	0	1	
Q07266	DREB_RAT	Drebrin (Developmentally-regulated brain protein)	Rattus norvegicus	Dbn1	Dbn1	1	0	1	0	0	0	1	
Q78P75	DYL2_RAT	Dynein light chain 2, cytoplasmic (Dynein light chain LC8-type 2)	Rattus norvegicus	Dynll2	Dlc2,Dynll2	1	0	1	0	0	0	1	
Q9WTP0	E41L1_RAT	Band 4.1-like protein 1 (Neuronal protein 4.1) (4.1N)	Rattus norvegicus	Epb41l1	EPB4,Epb4.1l1,Epb41l1	1	0	1	0	0	0	1	
P24942	EAA1_RAT	Excitatory amino acid transporter 1 (Glial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 1) (GLAST) (GLAST-1) (Solute carrier family 1 member 3)	Rattus norvegicus	Slc1a3	Eaat1,Slc1a3	1	0	1	0	0	0	1	
P31596	EAA2_RAT	Excitatory amino acid transporter 2 (GLT-1) (Sodium-dependent glutamate/aspartate transporter 2) (GLUT-R) (Solute carrier family 1 member 2)	Rattus norvegicus	Slc1a2	Glt1,Eaat2,Slc1a2	1	0	1	1	1	1	4	38
P51907	EAA3_RAT	Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)	Rattus norvegicus	Slc1a1	Eaat3,Eaac1,Slc1a1	1	0	1	0	0	0	1	
Q64428	ECHA_RAT	Trifunctional enzyme subunit alpha, mitochondrial (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	Rattus norvegicus	Hadha	Hadha	1	0	1	0	0	0	1	
P62630	EF1A1_RAT	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	Rattus norvegicus	Eef1a1	Eef1a,Eef1a1	1	0	1	0	0	0	1	
P62632	EF1A2_RAT	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	Rattus norvegicus	Eef1a2	Stnl,Stn,Eef1al,Eef1a2	1	0	1	0	0	0	1	
Q68FR6	EF1G_RAT	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Rattus norvegicus	Eef1g	Eef1g	2	0	2	0	0	0	1	
Q641X8	EIF3E_RAT	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (eIF-3 p48)	Rattus norvegicus	Eif3e	Int6,Eif3s6,Eif3e	1	0	1	0	0	0	1	
P62870	ELOB_RAT	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	Rattus norvegicus	Elob	Tceb2,Elob	1	0	1	0	0	0	1	
P04764	ENOA_RAT	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 1) (Non-neural enolase) (NNE)	Rattus norvegicus	Eno1	Eno-1,Eno1	1	0	1	0	0	0	1	
P15429	ENOB_RAT	Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase)	Rattus norvegicus	Eno3	Eno-3,Eno3	1	0	1	0	0	0	1	
P07323	ENOG_RAT	Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)	Rattus norvegicus	Eno2	Eno-2,Eno2	1	0	1	0	0	0	1	
Q5XII0	EPDR1_RAT	Mammalian ependymin-related protein 1 (MERP-1)	Rattus norvegicus	Epdr1	Merp2,Merp1,Epdr2,Epdr1	1	0	1	0	0	0	1	
O08680	EPHA3_RAT	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (rEK4) (Tyrosine-protein kinase TYRO4)	Rattus norvegicus	Epha3	Tyro4,Rek4,Epha3	1	0	1	0	0	0	1	
P54757	EPHA5_RAT	Ephrin type-A receptor 5 (EC 2.7.10.1) (EPH homology kinase 1) (EHK-1)	Rattus norvegicus	Epha5	Rek7,Ekh1,Ehk-1,Epha5	1	0	1	0	0	0	1	
P09759	EPHB1_RAT	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (Tyrosine-protein kinase receptor EPH-2)	Rattus norvegicus	Ephb1	EFNB3,Epth2,Elk,Ephb1	1	0	1	0	0	0	1	
Q62956	ERBB4_RAT	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	Rattus norvegicus	Erbb4	HNRPU,Tyro-2,Erbb4	1	0	1	0	0	0	1	
Q6UPR8	ERMP1_RAT	Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)	Rattus norvegicus	Ermp1	Fxna,Ermp1	1	0	1	0	0	0	1	
P52555	ERP29_RAT	Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 31) (ERp31)	Rattus norvegicus	Erp29	Erp29	2	0	1	0	0	0	1	
P56571	ES1_RAT	ES1 protein homolog, mitochondrial	Rattus norvegicus	NA	RGD1303003	1	0	1	0	0	0	1	
P06211	ESR1_RAT	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	Rattus norvegicus	Esr1	Nr3a1,Estr,Esr,Esr1	0	0	0	2	0	1	1	
P50503	F10A1_RAT	Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog)	Rattus norvegicus	St13	Hip,Fam10a1,St13	2	0	1	0	0	0	1	
Q5FVL3	DIK1B_RAT	Divergent protein kinase domain 1B (Pancreatitis-induced protein 49) (PIP49) (Protein FAM69B)	Rattus norvegicus	Fam69b	Dipk1b,Fam69b,RGD1308600	1	0	1	0	0	0	1	
P24090	FETUA_RAT	Alpha-2-HS-glycoprotein (59 kDa bone sialic acid-containing protein) (BSP) (Fetuin-A) (Glycoprotein PP63)	Rattus norvegicus	Ahsg	Fetua,Ahsg	1	0	1	0	0	0	1	
Q9QX79	FETUB_RAT	Fetuin-B (Fetuin-like protein IRL685)	Rattus norvegicus	Fetub	Fetub	2	0	1	0	0	0	1	
P84817	FIS1_RAT	Mitochondrial fission 1 protein (FIS1 homolog) (rFis1) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11)	Rattus norvegicus	Fis1	Ttc11,Fis1	1	0	1	0	0	0	1	
Q9Z2S9	FLOT2_RAT	Flotillin-2 (Reggie-1) (REG-1)	Rattus norvegicus	Flot2	Reg1,Flot2	0	0	0	1	3	1	2	4,19,20
Q62786	FPRP_RAT	Prostaglandin F2 receptor negative regulator (CD9 partner 1) (CD9P-1) (Glu-Trp-Ile EWI motif-containing protein F) (EWI-F) (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD antigen CD315)	Rattus norvegicus	Ptgfrn	Fprp,Ptgfrn	1	0	1	0	0	0	1	
P19132	FRIH_RAT	Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) [Cleaved into: Ferritin heavy chain, N-terminally processed]	Rattus norvegicus	Fth1	Fth,Fth1	1	0	1	0	0	0	1	
Q99PF5	FUBP2_RAT	Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (MAP2 RNA trans-acting protein 1) (MARTA1)	Rattus norvegicus	Khsrp	Fubp2,Khsrp	1	0	1	0	0	0	1	
Q91XV6	FXYD6_RAT	FXYD domain-containing ion transport regulator 6 (Phosphohippolin) (Vascular endothelial cell-specific protein 6) (VESP6)	Rattus norvegicus	Fxyd6	Php,Fxyd6	1	0	1	0	0	0	1	
P59649	FXYD7_RAT	FXYD domain-containing ion transport regulator 7	Rattus norvegicus	Fxyd7	Fxyd7	1	0	1	0	0	0	1	
Q62844	FYN_RAT	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene c-Fyn) (p59-Fyn)	Rattus norvegicus	Fyn	Fyn	0	0	0	1	0	1	2	
Q9ESV6	G3PT_RAT	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	Rattus norvegicus	Gapdhs	Gapds,Gapd-s,Gapdhs	1	0	1	0	0	0	1	
Q6P6V0	G6PI_RAT	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	Rattus norvegicus	Gpi	Gpi	2	0	2	0	0	0	1	
P50554	GABT_RAT	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT) [Cleaved into: 4-aminobutyrate aminotransferase, brain isoform; 4-aminobutyrate aminotransferase, liver isoform]	Rattus norvegicus	Abat	Gabat,Abat	1	0	1	0	0	0	1	
O35353	GBB4_RAT	Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4)	Rattus norvegicus	Gnb4	Gnb4	1	0	1	0	0	0	1	
P18508	GBRG2_RAT	Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2)	Rattus norvegicus	Gabrg2	Gabrg2	0	0	0	2	0	2	3	
D3ZZL9	GCC2_RAT	GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein)	Rattus norvegicus	Gcc2	Gcc185,Gcc2,STX16	1	0	1	0	0	0	1	
P50398	GDIA_RAT	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1)	Rattus norvegicus	Gdi1	Rabgdia,Gdi1	1	0	1	0	0	0	1	
P50399	GDIB_RAT	Rab GDP dissociation inhibitor beta (Rab GDI beta) (GDI-3) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)	Rattus norvegicus	Gdi2	Gdi3,Gdi2	1	0	1	0	0	0	1	
Q5XI73	GDIR1_RAT	Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha)	Rattus norvegicus	Arhgdia	Arhgdia	1	0	1	0	0	0	1	
Q03555	GEPH_RAT	Gephyrin (Putative glycine receptor-tubulin linker protein) [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	Rattus norvegicus	Gphn	Gph,Gphn	2	0	2	4	4	3	4	
P47819	GFAP_RAT	Glial fibrillary acidic protein (GFAP)	Rattus norvegicus	Gfap	Gfap	1	0	1	0	0	0	1	
Q99MZ4	GGT7_RAT	Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]	Rattus norvegicus	Ggt7	Ggtl3,Ggt7	1	0	1	0	0	0	1	
Q9Z272	GIT1_RAT	ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (Cool-associated and tyrosine-phosphorylated protein 1) (CAT-1) (CAT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1)	Rattus norvegicus	Git1	Git1	1	0	1	0	0	0	1	
P09606	GLNA_RAT	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)	Rattus norvegicus	Glul	Glns,Glul	2	0	2	0	0	0	1	
Q5I0D1	GLOD4_RAT	Glyoxalase domain-containing protein 4	Rattus norvegicus	Glod4	Glod4	2	0	1	0	0	0	1	
P32301	GLP1R_RAT	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	Rattus norvegicus	Glp1r	Glpr,Glp1r	0	0	0	1	1	1	2	438
Q9ESH6	GLRX1_RAT	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	Rattus norvegicus	Glrx	Grx,Glrx1,Glrx	1	0	1	0	0	0	1	
P13264	GLSK_RAT	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]	Rattus norvegicus	Gls	Gls	1	0	1	0	0	0	1	
B0BNM9	GLTP_RAT	Glycolipid transfer protein (GLTP)	Rattus norvegicus	GLTP	GLTP	1	0	1	0	0	0	1	
Q63228	GMFB_RAT	Glia maturation factor beta (GMF-beta)	Rattus norvegicus	Gmfb	Gmfb	1	0	1	0	0	0	1	
Q9JID2	GNA11_RAT	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11)	Rattus norvegicus	Gna11	Gna11	0	0	0	1	0	1	1	
P10824	GNAI1_RAT	Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein)	Rattus norvegicus	Gnai1	Gnai-1,Gnai1	0	0	0	5	3	5	3	3
P04897	GNAI2_RAT	Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)	Rattus norvegicus	Gnai2	Gnai-2,Gnai2	0	0	0	3	0	3	1	
P08753	GNAI3_RAT	Guanine nucleotide-binding protein G(k) subunit alpha (G(i) alpha-3)	Rattus norvegicus	Gnai3	Gnai-3,Gnai3	0	0	0	1	0	1	1	
P59215	GNAO_RAT	Guanine nucleotide-binding protein G(o) subunit alpha	Rattus norvegicus	Gnao1	Gnao,Gna0,Gnao1	2	0	1	8	3	6	3	3
P82471	GNAQ_RAT	Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q)	Rattus norvegicus	Gnaq	Gnaq	1	0	1	2	0	2	2	
Q63803	GNAS1_RAT	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas) (G-alpha-8)	Rattus norvegicus	Gnas	Gnas1,Gnas	0	0	0	2	4	1	2	666,667
P63095	GNAS2_RAT	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein) (G-alpha-8)	Rattus norvegicus	Gnas	Gnas1,Gnas	0	0	0	10	3	8	3	3
P19627	GNAZ_RAT	Guanine nucleotide-binding protein G(z) subunit alpha (G(x) alpha chain) (Gz-alpha)	Rattus norvegicus	Gnaz	Gnaz	0	0	0	1	0	1	1	
Q812E9	GPM6A_RAT	Neuronal membrane glycoprotein M6-a (M6a)	Rattus norvegicus	Gpm6a	m6a,Gpm6a	1	0	1	1	0	1	2	
Q9JJK1	GPM6B_RAT	Neuronal membrane glycoprotein M6-b (M6b) (Rhombencephalic expression protein-29 kDa) (Rhombex-29)	Rattus norvegicus	Gpm6b	rhombex-29,M6b,Gpm6b	1	0	1	0	0	0	1	
P04041	GPX1_RAT	Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase)	Rattus norvegicus	Gpx1	Gpx1	2	0	2	0	0	0	1	
P36970	GPX4_RAT	Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4)	Rattus norvegicus	Gpx4	GPX4,Gpx4	1	0	1	0	0	0	1	
P62994	GRB2_RAT	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	Rattus norvegicus	Grb2	Ash,Grb2	1	0	1	0	0	0	1	
P19490	GRIA1_RAT	Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)	Rattus norvegicus	Gria1	Glur1,Gria1	0	0	0	5	2	4	4	603
P19491	GRIA2_RAT	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)	Rattus norvegicus	Gria2	Glur2,Gria2	0	0	0	4	1	3	4	610
P19492	GRIA3_RAT	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)	Rattus norvegicus	Gria3	Glur3,Gria3	0	0	0	1	0	1	3	
P19493	GRIA4_RAT	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)	Rattus norvegicus	Gria4	Glur4,Gria4	0	0	0	1	0	1	2	
P97879	GRIP1_RAT	Glutamate receptor-interacting protein 1 (GRIP-1) (AMPA receptor-interacting protein GRIP1)	Rattus norvegicus	Grip1	Grip1	0	0	0	1	0	1	2	
Q9WTW1	GRIP2_RAT	Glutamate receptor-interacting protein 2 (GRIP-2) (AMPA receptor-interacting protein GRIP2)	Rattus norvegicus	Grip2	Grip2	0	0	0	1	1	1	3	
P31423	GRM4_RAT	Metabotropic glutamate receptor 4 (mGluR4)	Rattus norvegicus	Grm4	Mglur4,Gprc1d,Grm4	0	0	0	1	0	1	2	
P0C643	GRP2_RAT	RAS guanyl-releasing protein 2 (Calcium and DAG-regulated guanine nucleotide exchange factor I) (CalDAG-GEFI)	Rattus norvegicus	Rasgrp2	RRAS2,Rasgrp2	1	0	1	0	0	0	1	
P48721	GRP75_RAT	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (Peptide-binding protein 74) (PBP74) (mtHSP70)	Rattus norvegicus	Hspa9	Hspa9a,Grp75,Hspa9	2	0	1	0	0	0	1	
P06761	BIP_RAT	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein) (Steroidogenesis-activator polypeptide)	Rattus norvegicus	Hspa5	Grp78,Hspa5	1	0	1	0	0	0	1	
P97576	GRPE1_RAT	GrpE protein homolog 1, mitochondrial (Mt-GrpE#1)	Rattus norvegicus	Grpel1	Grepel1,Grpel1	1	0	1	0	0	0	1	
Q62638	GSLG1_RAT	Golgi apparatus protein 1 (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160)	Rattus norvegicus	Glg1	Mg160,Esl1,Glg1	1	0	1	0	0	0	1	
P04904	GSTA3_RAT	Glutathione S-transferase alpha-3 (EC 2.5.1.18) (GST 2-2) (GST A3-3) (GST AA) (Glutathione S-transferase Yc-1) (GST Yc1)	Rattus norvegicus	Gsta3	Gstyc1,Gsta3	1	0	1	0	0	0	1	
P04905	GSTM1_RAT	Glutathione S-transferase Mu 1 (EC 2.5.1.18) (GST 3-3) (GSTM1-1) (Glutathione S-transferase Yb-1) (GST Yb1)	Rattus norvegicus	Gstm1	Gstm1	1	0	1	0	0	0	1	
P08009	GSTM4_RAT	Glutathione S-transferase Yb-3 (EC 2.5.1.18) (Chain 4) (GST Yb3) (GST class-mu 3)	Rattus norvegicus	Gstm3	Gstm3	1	0	1	0	0	0	1	
Q9Z1B2	GSTM5_RAT	Glutathione S-transferase Mu 5 (EC 2.5.1.18) (GST class-mu 5)	Rattus norvegicus	Gstm5	Gstm5	1	0	1	0	0	0	1	
Q9Z339	GSTO1_RAT	Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)	Rattus norvegicus	Gsto1	Gsto1	1	0	1	0	0	0	1	
P04906	GSTP1_RAT	Glutathione S-transferase P (EC 2.5.1.18) (Chain 7) (GST 7-7) (GST class-pi)	Rattus norvegicus	Gstp1	Gstp1	1	0	1	0	0	0	1	
P11167	GTR1_RAT	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1)	Rattus norvegicus	Slc2a1	Glut1,Glut-1,Slc2a1	0	0	0	2	0	2	4	
